City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
547,Jizan,SA,2020-11-09 04:12:01,17.33,42.67,78.8,74,0,6.93,clear sky
548,Bambanglipuro,ID,2020-11-09 04:12:01,-7.95,110.28,85.42,67,88,11.81,overcast clouds
549,Champerico,GT,2020-11-09 04:12:02,14.3,-91.92,69.01,97,99,9.04,moderate rain
550,Sainte-Anne-Des-Monts,CA,2020-11-09 04:12:02,49.12,-66.49,32.0,85,100,2.24,overcast clouds
551,Goiania,BR,2020-11-09 04:12:02,-16.68,-49.25,75.2,78,0,2.24,clear sky
552,Kaplice,CZ,2020-11-09 04:12:02,48.74,14.5,37.0,95,56,0.56,broken clouds
553,Picsi,PE,2020-11-09 04:12:02,-6.72,-79.77,63.84,78,49,8.16,scattered clouds
554,Lorengau,PG,2020-11-09 04:12:02,-2.02,147.27,84.36,68,53,4.18,moderate rain
555,Haines Junction,CA,2020-11-09 04:12:02,60.75,-137.51,35.6,69,100,13.87,light snow
556,Manbij,SY,2020-11-09 04:12:02,36.53,37.95,51.8,62,0,7.16,clear sky
557,Zheleznodorozhnyy,RU,2020-11-09 04:12:03,55.75,38.0,70.75,92,0,6.71,clear sky
558,Cherskiy,RU,2020-11-09 04:12:03,68.75,161.3,1.89,93,98,3.04,overcast clouds
559,Sao Joao Batista,BR,2020-11-09 04:12:03,-27.28,-48.85,66.99,95,95,1.01,overcast clouds
560,Gillette,US,2020-11-09 04:12:03,44.29,-105.5,24.8,73,90,10.29,overcast clouds
561,Saint Anthony,US,2020-11-09 04:12:03,45.02,-93.22,68.0,60,90,12.75,overcast clouds
562,Izvestkovyy,RU,2020-11-09 04:12:03,48.98,131.55,16.07,82,8,11.14,clear sky
563,Upernavik,GL,2020-11-09 04:12:04,72.79,-56.15,-6.07,76,0,9.93,clear sky
564,Puro,PH,2020-11-09 04:12:04,12.48,123.38,84.11,74,39,5.64,light rain
565,Potchefstroom,ZA,2020-11-09 04:12:04,-26.72,27.1,68.02,75,99,7.16,overcast clouds
566,Mulki,IN,2020-11-09 04:09:07,13.1,74.8,84.2,79,20,3.8,mist
567,Alofi,NU,2020-11-09 04:12:04,-19.06,-169.92,78.8,74,75,13.87,broken clouds
568,Brae,GB,2020-11-09 04:12:04,60.4,-1.35,51.8,93,100,12.75,light rain
569,Portland,US,2020-11-09 04:12:04,45.52,-122.68,37.99,74,1,2.37,clear sky
570,Jalu,LY,2020-11-09 04:12:04,29.03,21.55,56.53,80,0,8.9,clear sky
571,Salamiyah,SY,2020-11-09 04:10:09,35.01,37.05,60.98,57,99,4.7,overcast clouds
572,Altay,CN,2020-11-09 04:12:05,47.87,88.12,47.52,46,73,3.02,broken clouds
573,Ranong,TH,2020-11-09 04:12:05,9.97,98.63,77.0,94,75,4.7,moderate rain
574,San Cristobal,VE,2020-11-09 04:10:20,7.77,-72.22,66.43,91,73,1.21,light rain
575,Aitape,PG,2020-11-09 04:12:05,-3.14,142.35,86.0,66,80,8.81,broken clouds
576,Taksimo,RU,2020-11-09 04:12:05,56.34,114.88,11.91,91,100,2.53,light snow
577,Belaya Gora,RU,2020-11-09 04:12:05,68.53,146.42,-12.39,90,93,1.01,overcast clouds
578,Wageningen,NL,2020-11-09 04:12:05,51.97,5.67,52.0,93,90,4.7,mist
579,Katobu,ID,2020-11-09 04:12:06,-4.94,122.53,92.8,41,38,3.51,scattered clouds
580,Najran,SA,2020-11-09 04:12:06,17.49,44.13,60.8,38,0,4.7,clear sky
581,Saryozek,KZ,2020-11-09 04:12:06,44.36,77.98,38.21,81,100,9.19,overcast clouds
582,Houma,US,2020-11-09 04:07:08,29.6,-90.72,72.0,94,40,5.82,scattered clouds
583,Dalianwan,CN,2020-11-09 04:12:06,39.03,121.69,53.6,27,0,11.18,clear sky
584,Mbandaka,CD,2020-11-09 04:12:06,0.05,18.26,70.93,97,100,1.97,moderate rain
585,Felipe Carrillo Puerto,MX,2020-11-09 04:12:06,19.58,-88.05,72.23,91,41,4.43,scattered clouds
586,Banes,CU,2020-11-09 04:12:07,20.96,-75.72,75.2,100,20,4.7,few clouds
587,Conceicao Da Barra,BR,2020-11-09 04:12:07,-18.59,-39.73,72.19,91,61,4.61,broken clouds
588,Tadine,NC,2020-11-09 04:12:07,-21.55,167.88,75.76,63,7,13.69,clear sky
589,Kyren,RU,2020-11-09 04:12:07,51.68,102.14,41.58,65,0,1.97,clear sky
590,Blagoyevo,RU,2020-11-09 04:12:07,63.37,47.92,32.7,95,98,9.69,overcast clouds
591,Hirara,JP,2020-11-09 04:08:54,24.8,125.28,77.0,65,75,19.46,broken clouds
592,Tyrma,RU,2020-11-09 04:12:06,50.08,132.17,18.7,80,53,6.22,broken clouds
593,Ligayan,PH,2020-11-09 04:12:07,4.65,119.47,80.22,78,100,13.89,heavy intensity rain
594,Alta Floresta,BR,2020-11-09 04:12:08,-9.88,-56.09,71.91,98,100,2.82,heavy intensity rain
595,San Borja,BO,2020-11-09 04:12:08,-14.82,-66.85,80.13,53,0,2.13,light rain
596,Vuktyl,RU,2020-11-09 04:07:59,63.86,57.31,28.98,98,100,11.25,overcast clouds
597,Sambava,MG,2020-11-09 04:12:08,-14.27,50.17,75.2,78,100,12.8,overcast clouds
598,Rabo De Peixe,PT,2020-11-09 04:12:08,37.8,-25.58,60.8,77,75,5.82,broken clouds
599,Mnogovershinnyy,RU,2020-11-09 04:12:08,53.94,139.92,14.94,95,100,12.46,light snow
600,Lamont,US,2020-11-09 04:12:08,35.26,-118.91,48.0,82,56,5.99,broken clouds
601,Muros,ES,2020-11-09 04:12:08,42.78,-9.06,55.99,100,75,4.7,broken clouds
602,Manavalakurichi,IN,2020-11-09 04:12:09,8.13,77.3,87.8,70,20,2.24,few clouds
603,Tambacounda,SN,2020-11-09 04:12:09,13.75,-13.76,73.4,94,0,2.24,clear sky
604,Konstantinovskoye,RU,2020-11-09 04:12:09,45.3,42.64,82.45,87,40,17.9,scattered clouds
605,Vada,NL,2020-11-09 04:12:09,51.97,5.67,52.0,93,90,4.7,mist
606,Dunda,TZ,2020-11-09 04:12:09,-8.12,34.25,66.65,78,0,4.47,clear sky
607,Puerto Escondido,MX,2020-11-09 04:12:09,15.85,-97.07,78.8,78,75,3.36,broken clouds
608,Ishigaki,JP,2020-11-09 04:12:09,24.34,124.16,73.4,78,75,24.16,broken clouds
609,Pangnirtung,CA,2020-11-09 04:12:09,66.15,-65.71,7.95,82,15,4.81,few clouds
610,Auki,SB,2020-11-09 04:12:10,-8.77,160.7,83.82,71,66,2.75,light rain
611,Alice Springs,AU,2020-11-09 04:12:10,-23.7,133.88,100.4,10,0,8.05,"sand,dust whirls"
612,Rongcheng,CN,2020-11-09 04:12:10,30.63,117.85,64.0,57,0,5.93,clear sky
613,Swakopmund,NA,2020-11-09 04:12:10,-22.68,14.53,57.99,87,91,3.36,overcast clouds
614,Teguldet,RU,2020-11-09 04:12:10,57.31,88.17,39.22,78,100,13.8,overcast clouds
615,Hualmay,PE,2020-11-09 04:12:10,-11.1,-77.61,61.03,86,54,7.56,broken clouds
616,Manokwari,ID,2020-11-09 04:12:10,-0.87,134.08,85.21,69,100,11.25,moderate rain
617,Kavaratti,IN,2020-11-09 04:12:11,10.57,72.64,84.25,74,1,7.43,clear sky
618,Kyra,RU,2020-11-09 04:12:11,49.58,111.98,36.57,77,0,3.22,clear sky
619,Grand-Santi,GF,2020-11-09 04:12:11,4.25,-54.38,72.93,93,5,2.98,clear sky
620,Yagodnoye,RU,2020-11-09 04:12:11,62.55,149.67,-0.45,90,100,2.98,overcast clouds
621,Ust-Omchug,RU,2020-11-09 04:12:08,61.15,149.63,-3.91,87,73,5.86,broken clouds
622,Ballina,AU,2020-11-09 04:12:11,-28.87,153.57,73.4,64,90,17.22,overcast clouds
623,Tsabong,BW,2020-11-09 04:12:11,-26.02,22.4,70.74,33,91,15.41,overcast clouds
624,Nanortalik,GL,2020-11-09 04:12:11,60.14,-45.24,27.46,93,100,22.62,overcast clouds
625,Costinesti,RO,2020-11-09 04:12:12,43.95,28.63,39.2,100,3,9.17,fog
626,Fasa,IR,2020-11-09 04:12:12,28.94,53.65,46.4,70,0,4.7,clear sky
627,Rio Grande,BR,2020-11-09 04:11:14,-32.03,-52.1,63.88,85,100,13.44,overcast clouds
628,Moyale,KE,2020-11-09 04:12:12,3.52,39.06,67.51,88,41,3.71,moderate rain
629,Balas,PH,2020-11-09 04:12:12,15.03,120.61,78.8,88,90,6.93,moderate rain
630,Talaya,RU,2020-11-09 04:12:12,61.38,152.75,-2.09,89,99,4.5,overcast clouds
631,Baft,IR,2020-11-09 04:12:12,29.23,56.61,53.74,38,0,2.51,clear sky
632,Oga,IT,2020-11-09 04:12:12,46.46,10.35,39.99,92,0,2.24,clear sky
633,Nyurba,RU,2020-11-09 04:12:13,63.28,118.33,6.98,87,69,6.29,broken clouds
634,Mount Isa,AU,2020-11-09 04:07:46,-20.73,139.5,98.6,8,0,4.7,clear sky
635,Healdsburg,US,2020-11-09 04:07:30,38.61,-122.87,46.4,52,1,9.17,clear sky
636,Zatoka,UA,2020-11-09 04:10:16,46.07,30.47,37.4,100,0,3.74,fog
637,Monrovia,LR,2020-11-09 04:12:13,6.3,-10.8,77.0,94,75,3.49,broken clouds
638,Berdigestyakh,RU,2020-11-09 04:12:13,62.1,126.7,-1.73,88,78,2.46,broken clouds
639,Alexandria,EG,2020-11-09 04:09:35,31.22,29.96,62.6,82,40,5.82,scattered clouds
640,Zabol,AF,2020-11-09 04:12:13,32.25,67.25,56.26,27,65,3.71,broken clouds
641,Marshfield,US,2020-11-09 04:12:13,44.67,-90.17,62.01,77,1,12.75,clear sky
642,Kangaatsiaq,GL,2020-11-09 04:12:14,68.31,-53.46,17.49,86,100,14.32,overcast clouds
643,Cascais,PT,2020-11-09 04:12:14,38.7,-9.42,60.01,100,20,5.46,fog
644,Mandalgovi,MN,2020-11-09 04:12:14,45.76,106.27,39.04,63,0,8.14,clear sky
645,Upata,VE,2020-11-09 04:12:14,8.01,-62.4,78.01,96,98,1.01,light rain
646,Kathu,TH,2020-11-09 04:12:14,7.92,98.33,84.2,74,20,9.17,few clouds
647,Sesheke,ZM,2020-11-09 04:12:15,-17.48,24.3,74.44,39,17,4.92,few clouds
648,Casablanca,MA,2020-11-09 04:12:15,33.59,-7.62,64.0,100,0,3.36,clear sky
649,Elko,US,2020-11-09 04:12:15,41.0,-115.5,30.2,58,90,10.29,overcast clouds
650,Ahome,MX,2020-11-09 04:12:15,25.92,-109.18,73.0,92,1,1.12,clear sky
651,Ojinaga,MX,2020-11-09 04:12:15,29.57,-104.42,77.0,25,1,6.93,clear sky
652,Comodoro Rivadavia,AR,2020-11-09 04:07:15,-45.87,-67.5,66.2,42,0,8.05,clear sky
653,Lima,PE,2020-11-09 04:12:15,-12.04,-77.03,62.6,82,0,9.17,clear sky
654,Sao Raimundo Das Mangabeiras,BR,2020-11-09 04:12:15,-7.02,-45.48,77.45,66,0,3.13,clear sky
655,Uaua,BR,2020-11-09 04:12:16,-9.84,-39.48,69.66,76,0,15.12,clear sky
656,Nanakuli,US,2020-11-09 04:12:16,21.39,-158.15,82.4,54,1,8.05,clear sky
657,Monster,NL,2020-11-09 04:12:16,52.03,4.17,50.0,97,98,7.02,overcast clouds
658,Yangambi,CD,2020-11-09 04:12:16,0.81,24.43,70.7,99,100,2.46,overcast clouds
659,Armidale,AU,2020-11-09 04:12:16,-30.52,151.65,64.99,56,0,3.0,clear sky
660,Okha,RU,2020-11-09 04:12:16,53.57,142.95,26.85,96,100,25.12,light snow
661,Simplicio Mendes,BR,2020-11-09 04:12:16,-7.85,-41.91,77.67,61,0,7.52,clear sky
662,Nalut,LY,2020-11-09 04:12:16,30.33,10.85,52.36,70,0,4.41,clear sky
663,Darfield,GB,2020-11-09 04:12:17,53.53,-1.38,50.0,97,92,4.18,overcast clouds
664,Bud,US,2020-11-09 04:12:17,39.45,-86.18,62.6,67,1,3.36,clear sky
665,Hamilton,US,2020-11-09 04:11:42,39.18,-84.53,63.0,59,1,9.17,clear sky
666,Tynda,RU,2020-11-09 04:12:17,55.17,124.72,4.35,85,0,3.78,clear sky
667,Port Blair,IN,2020-11-09 04:12:17,11.67,92.75,84.52,71,42,12.64,heavy intensity rain
668,Matamoros,MX,2020-11-09 04:12:17,25.53,-103.25,77.0,23,5,5.19,clear sky
669,Ocotal,NI,2020-11-09 04:12:17,13.63,-86.48,69.57,92,100,2.75,light rain
670,Kashi,CN,2020-11-09 04:12:18,39.45,75.98,42.8,30,20,8.95,few clouds
671,High Level,CA,2020-11-09 04:12:18,58.52,-117.14,6.8,100,5,2.24,clear sky
672,Itaituba,BR,2020-11-09 04:12:18,-4.28,-55.98,75.99,94,100,1.05,light rain
673,Ust-Maya,RU,2020-11-09 04:12:18,60.42,134.53,-4.63,86,99,2.06,overcast clouds
674,Avera,US,2020-11-09 04:12:18,33.19,-82.53,68.0,100,75,6.93,broken clouds
